3.677811 80464
4.693613 80464
4.996329 80464
5.220212 80464
5.22941 80464
5.22941 80464
5.464829 80464
5.464829 80464
5.822049 80464
5.822049 80464
5.822049 80464
5.822049 80464
5.84956 80464
5.949218 80464
6.117172 80464
6.136729 80464
6.187385 80464
6.187385 80464
6.415014 80464
6.425442 80464
6.425442 80464
6.425442 80464
6.626331 80464
6.722491 80464
6.793984 80464
6.883174 80464
6.883174 80464
6.907016 80464
7.021613 80464
7.031616 80464
7.047014 80464
7.083216 80464
7.083216 80464
7.083216 80464
7.083696 80464
7.083696 80464
7.123801 80464
7.273174 80464
7.45864 80464
7.473216 80464
7.518815 80464
7.549016 80464
7.549016 80464
7.556616 80464
7.56161 80464
7.685896 80464
7.858493 80464
8.032906 80464
8.042234 80464
8.043444 80464
8.098224 80464
8.136415 80464
8.136415 80464
8.23351 80464
8.23351 80464
8.23351 80464
8.332608 80464
8.451194 80464
8.5508 80464
8.644304 80464
8.678656 80464
8.685432 80464
8.689196 80464
8.689196 80464
8.693033 80464
8.713414 80464
8.713894 80464
8.756957 80464
8.866417 80464
8.969416 80464
9.045502 80464
9.099614 80464
9.138286 80464
9.269613 80464
9.320493 80464
9.361056 80464
9.368043 80464
9.440025 80464
9.473994 80464
9.543353 80464
9.543353 80464
9.671416 80464
9.682632 80464
9.682632 80464
9.705028 80464
9.705028 80464
9.705028 80464
9.785693 80464
9.878672 80464
9.982292 80464
10.072632 80464
10.10546 80464
10.2546 80464
10.360639 80464
10.57622 80464
10.57622 80464
10.57622 80464
10.587372 80464
10.590815 80464
10.606252 80464
10.606252 80464
10.6446 80464
10.705387 80464
10.886359 80464
10.967238 80464
10.984428 80464
10.984428 80464
11.002971 80464
11.067921 80464
11.069793 80464
11.113623 80464
11.113623 80464
11.163983 80464
11.193223 80464
11.204806 80464
11.204806 80464
11.204806 80464
11.211732 80464
11.225768 80464
11.265022 80464
11.366435 80464
11.382262 80464
11.469055 80464
11.500834 80464
11.501219 80464
11.511027 80464
11.57042 80464
11.57042 80464
11.579217 80464
11.579217 80464
11.60872 80464
11.646745 80464
11.701743 80464
11.713014 80464
11.719822 80464
11.744738 80464
11.843981 80464
11.864224 80464
11.87733 80464
11.881514 80464
11.889621 80464
11.916821 80464
11.919435 80464
12.032817 80464
12.098355 80464
12.335211 80464
12.413586 80464
12.413586 80464
12.413586 80464
12.418337 80464
12.577058 80464
12.622945 80464
12.63674 80464
12.795761 80464
12.81818 80464
12.81862 80464
12.841028 80464
12.846836 80464
12.868038 80464
12.974955 80464
12.982127 80464
12.985042 80464
12.987405 80464
13.039637 80464
13.125592 80464
13.145628 80464
13.145628 80464
13.145628 80464
13.170031 80464
13.259701 80464
13.285592 80464
13.300618 80464
13.302602 80464
13.307219 80464
13.371415 80464
13.418056 80464
13.529428 80464
13.540197 80464
13.566828 80464
13.581387 80464
13.60597 80464
13.684114 80464
13.684774 80464
13.684774 80464
13.701505 80464
13.724434 80464
13.749908 80464
13.956828 80464
13.964322 80464
13.986303 80464
14.045014 80464
14.081834 80464
14.081834 80464
14.083336 80464
14.083336 80464
14.092983 80464
14.092983 80464
14.092983 80464
14.092983 80464
14.100185 80464
14.231632 80464
14.276828 80464
14.329204 80464
14.354014 80464
14.441375 80464
14.553106 80464
14.603547 80464
14.637974 80464
14.665758 80464
14.714084 80464
14.745934 80464
14.762555 80464
14.847385 80464
14.856524 80464
14.923004 80464
15.008005 80464
15.039047 80464
15.069298 80464
15.069298 80464
15.17202 80464
15.191518 80464
15.191518 80464
15.191518 80464
15.193001 80464
15.235831 80464
15.237613 80464
15.247385 80464
15.286608 80464
15.373075 80464
15.414728 80464
15.452872 80464
15.463123 80464
15.547114 80464
15.547114 80464
15.596402 80464
15.614364 80464
15.752713 80464
15.752944 80464
15.767865 80464
15.767865 80464
15.780762 80464
15.780762 80464
15.780762 80464
15.780762 80464
15.943852 80464
15.996766 80464
16.064433 80464
16.080148 80464
16.169289 80464
16.329087 80464
16.350166 80464
16.442106 80464
16.529847 80464
16.532944 80464
16.716051 80464
16.740058 80464
16.740058 80464
16.743408 80464
16.768644 80464
